dataset,discard,notes,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence
LI,,,,41.1.Muller.25b.g.07,You wonder which student of Mrs. Simpson is in trouble.,41.1.Muller.25b.??(*).07,Who do you wonder which student of is in trouble?
LI,,,,41.1.Muller.25b.g.08,You wonder which image of Streisand is in the display case.,41.1.Muller.25b.??(*).08,Who do you wonder which image of is in the display case?
LI,,,,41.2.Bruening.31a.g.01,At that battle the generals who lost were given hell.,41.2.Bruening.31a.*.01,At that battle were given the generals who lost hell.
LI,,,,41.2.Bruening.31a.g.02,In that room anyone who stays long enough is given horrible headaches.,41.2.Bruening.31a.*.02,In that room is given anyone who stays long enough horrible headaches.
LI,,,,41.2.Bruening.31a.g.03,At that time the tables we inherited from Aunt Selma were given a good scrubbing.,41.2.Bruening.31a.*.03,At that time were given the tables we inherited from Aunt Selma a good scrubbing.
LI,,,,41.2.Bruening.31a.g.04,With that Supreme Court decision minorities were denied some of their rights.,41.2.Bruening.31a.*.04,With that Supreme Court decision were denied minorities some of their rights.
LI,,,,41.2.Bruening.31a.g.05,On that day the girls who saw me were given the creeps.,41.2.Bruening.31a.*.05,On that day were given the girls who saw me the creeps.
LI,,,,41.2.Bruening.31a.g.06,With that announcement many citizens were denied the opportunity to protest.,41.2.Bruening.31a.*.06,With that announcement were many citizens denied the opportunity to protest.
LI,,,,41.2.Bruening.31a.g.07,During that game the team from Illinois was given hell.,41.2.Bruening.31a.*.07,During that game was given the team from Illinois hell.
LI,,,,41.2.Bruening.31a.g.08,At that point the counters that had just been used were given a quick wipe.,41.2.Bruening.31a.*.08,At that point were given the counters that had just been used a quick wipe.
LI,,,,41.2.Bruening.33a.g.01,The tables we inherited from Aunt Selma were given a good scrubbing at that time.,41.2.Bruening.33a.*.01,At that time were given the tables we inherited from Aunt Selma a good scrubbing.
LI,,,,41.2.Bruening.33a.g.02,The manager that I hired was denied a promotion at the end of the year.,41.2.Bruening.33a.*.02,At the end of the year was denied the manager that I hired a promotion.
LI,,,,41.2.Bruening.33a.g.03,The prom queen was picked some flowers before the award ceremony.,41.2.Bruening.33a.*.03,Before the award ceremony was picked the prom queen some flowers.
LI,,,,41.2.Bruening.33a.g.04,The sick boy was baked a cake on his birthday.,41.2.Bruening.33a.*.04,On his birthday was baked the sick boy a cake.
LI,,,,41.2.Bruening.33a.g.05,The actor in the blockbuster movie was envied his success at the Oscars.,41.2.Bruening.33a.*.05,At the Oscars was envied the actor in the blockbuster movie his success.
LI,,,,41.2.Bruening.33a.g.06,The departing guests were waved goodbye after the dinner party.,41.2.Bruening.33a.*.06,After the dinner party were waved the departing guests goodbye.
LI,,,,41.2.Bruening.33a.g.07,The animals kept at the zoo were brought some water during the heat wave.,41.2.Bruening.33a.*.07,During the heat wave were brought the animals kept at the zoo some water.
LI,,,,41.2.Bruening.33a.g.08,The earthquake victims were built a new house during the cleanup.,41.2.Bruening.33a.*.08,During the cleanup were built the earthquake victims a new house.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.01,The man that he gave the creeps to last night is over there.,41.2.Bruening.36b.*.01,The man that he gave the creeps last night to is over there.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.02,The generals that Ted gave hell to yesterday are quite embarrassed.,41.2.Bruening.36b.*.02,The generals that Ted gave hell yesterday to are quite embarrassed.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.03,The people that the construction noise gave a headache to this morning are furious.,41.2.Bruening.36b.*.03,The people that the construction noise gave a headache this morning to are furious.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.04,The tables that the bus boy gave a good scrubbing to before closing look great.,41.2.Bruening.36b.*.04,The tables that the bus boy gave a good scrubbing before closing to look great.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.05,The child that the clown gave the creeps to at the party is still upset.,41.2.Bruening.36b.*.05,The child that the clown gave the creeps at the party to is still upset.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.06,The apprentice that Donald gave hell to on last night's program is very worried.,41.2.Bruening.36b.*.06,The apprentice that Donald gave hell on last night's program to is very worried.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.07,The horse that the jockey gave a slap to on the track refuses to co-operate.,41.2.Bruening.36b.*.07,The horse that the jockey gave a slap on the track to refuses to co-operate.
LI,,"[intended to test extraction of complement to 'to', but initial parse suggests a double object construction, with 'to' just an extra word thrown in late]",,41.2.Bruening.36a.g.08,The counter that the waitress gave a quick wipe to when we arrived was still wet.,41.2.Bruening.36b.*.08,The counter that the waitress gave a quick wipe when we arrived to was still wet.
LI,,,,41.2.Bruening.3a.g.01,The count gives me the creeps.,41.2.Bruening.3b.*.01,The count gives the creeps to me.
LI,,,,41.2.Bruening.3a.g.02,The lighting here gives me a headache.,41.2.Bruening.3b.*.02,The lighting here gives a headache to me.
LI,,,,41.2.Bruening.3a.g.03,The teacher denied George his extra credit.,41.2.Bruening.3b.*.03,The teacher denied his extra credit to George.
LI,,,,41.2.Bruening.3a.g.04,The reporter envied me my success.,41.2.Bruening.3b.*.04,The reporter envied my success to me.
LI,,,,41.2.Bruening.3a.g.05,The judge spared the murderer his life.,41.2.Bruening.3b.*.05,The judge spared his life to the murderer.
LI,,,,41.2.Bruening.3a.g.06,The IRS denied Lilly her refund.,41.2.Bruening.3b.*.06,The IRS denied her refund to Lilly.
LI,,,,41.2.Bruening.3a.g.07,The doctor envied the nurse her success.,41.2.Bruening.3b.*.07,The doctor envied her success to the nurse.
LI,,,,41.2.Bruening.3a.g.08,The police officer spared the prisoner an ordeal.,41.2.Bruening.3b.*.08,The police officer spared an ordeal to the prisoner.
LI,,[SSA added temporal adverbials to some],,41.3.Costantini.2b.g.01,The men seem to have all eaten supper.,41.3.Costantini.2b.??.01,All the men seem to have all eaten supper.
LI,,[SSA added temporal adverbials to some],,41.3.Costantini.2b.g.02,The boys appear to have all finished their homework.,41.3.Costantini.2b.??.02,All the boys appear to have all finished their homework.
LI,,[SSA added temporal adverbials to some],,41.3.Costantini.2b.g.03,The games are likely to have all ended by now.,41.3.Costantini.2b.??.03,All the games are likely to have all ended by now.
LI,,position of 'all' not necess. Identical in passive; [SSA added temporal adverbials to some],,41.3.Costantini.2b.g.04,The children are certain to have all been picked up.,41.3.Costantini.2b.??.04,All the children are certain to have all been picked up.
LI,,position of 'all' not necess. Identical in passive; [SSA added temporal adverbials to some],,41.3.Costantini.2b.g.05,The muffins are unlikely to have all been eaten already.,41.3.Costantini.2b.??.05,All the muffins are unlikely to have all been eaten already.
LI,,[SSA added temporal adverbials to some],,41.3.Costantini.2b.g.06,The campers are expected to have all eaten by 7 o'clock.,41.3.Costantini.2b.??.06,All the campers are expected to have all eaten by 7 o'clock.
LI,,[SSA added temporal adverbials to some],,41.3.Costantini.2b.g.07,The transmitters seem to have all failed simultaneously.,41.3.Costantini.2b.??.07,All the transmitters seem to have all failed simultaneously.
LI,,[SSA added temporal adverbials to some],,41.3.Costantini.2b.g.08,The postal workers seem to have all taken a break at the same time.,41.3.Costantini.2b.??.08,All the postal workers seem to have all taken a break at the same time.
LI,,,,41.3.Landau.10a.g.01,The game was played wearing no shoes.,41.3.Landau.10b.*.01,The game was played shoeless.
LI,,,,41.3.Landau.10a.g.02,The club was entered wearing no shirt.,41.3.Landau.10b.*.02,The club was entered shirtless.
LI,,,,41.3.Landau.10a.g.03,The bed was slept in wearing no clothes.,41.3.Landau.10b.*.03,The bed was slept in naked.
LI,,,,41.3.Landau.10a.g.04,The summit was reached sweating profusely.,41.3.Landau.10b.*.04,The summit was reached sweaty.
LI,,,,41.3.Landau.10a.g.05,The bottle was smashed while being drunk.,41.3.Landau.10b.*.05,The bottle was smashed drunk.
LI,,,,41.3.Landau.10a.g.06,The papers were graded while being bored.,41.3.Landau.10b.*.06,The papers were graded bored.
LI,,,,41.3.Landau.10a.g.07,The car was driven while being tired.,41.3.Landau.10b.*.07,The car was driven tired.
LI,,,,41.3.Landau.10a.g.08,The question was answered feeling nervous.,41.3.Landau.10b.*.08,The question was answered nervous.
LI,,,,41.3.Landau.24c.g.01,I told Mr. Smith that I wonder when to paint the fence together.,41.3.Landau.25c.*.01,I told Mr. Smith that I am able to paint the fence together.
LI,,(cf. Landau.24/25b),,41.3.Landau.24c.g.02,Mr. Fender realized that his wife hated to kiss in front of the kids.,41.3.Landau.25c.*.02,Mr. Fender realized that his wife started to kiss in front of the kids.
LI,,(cf. Landau.24/25a),,41.3.Landau.24c.g.03,We knew that Prof. Barnacle arranged to meet after class.,41.3.Landau.25c.*.03,We knew that Prof. Barnacle remembered to meet after class.
LI,,,,41.3.Landau.24c.g.04,I informed Stan that I wanted to wash the car together.,41.3.Landau.25c.*.04,I informed Stan that I must wash the car together.
LI,,,,41.3.Landau.24c.g.05,Jennie noticed that her boyfriend hoped to kiss in front of his parents.,41.3.Landau.25c.*.05,Jennie noticed that her boyfriend dared to kiss in front of his parents.
LI,,spurious period,,41.3.Landau.24c.g.06,We were sure that the teaching assistant liked to meet before lecture.,41.3.Landau.25c.*.06,We were sure that the teaching assistant would fail to meet before lecture.
LI,,,,41.3.Landau.24c.g.07,I told Shelby that I am glad to assemble the bookshelves together.,41.3.Landau.25c.*.07,I told Shelby that I must assemble the bookshelves together.
LI,,,,41.3.Landau.24c.g.08,We are certain that Jason is afraid to meet tomorrow.,41.3.Landau.25c.*.08,We are certain that Jason needs to meet tomorrow.
LI,,,,41.3.Landau.27b.g.01,He and his wife kissed in front of the kids.,41.3.Landau.27b.*.01,His wife kissed in front of the kids.
LI,,,,41.3.Landau.27b.g.02,She and her husband hugged in front of the guests.,41.3.Landau.27b.*.02,Her husband hugged in front of the guests.
LI,,,,41.3.Landau.27b.g.03,Her grandmother and grandfather embraced at the dinner.,41.3.Landau.27b.*.03,Her grandfather embraced at the dinner.
LI,,,,41.3.Landau.27b.g.04,The manager and cashier met before the store opened.,41.3.Landau.27b.*.04,The manager met before the store opened.
LI,,,,41.3.Landau.27b.g.05,The teacher and principal spoke together after class.,41.3.Landau.27b.*.05,The teacher spoke together after class.
LI,,,,41.3.Landau.27b.g.06,The gardener and handyman painted the fence together.,41.3.Landau.27b.*.06,The gardener painted the fence together.
LI,,,,41.3.Landau.27b.g.07,His sister and brother reunited at the family picnic.,41.3.Landau.27b.*.07,His sister reunited at the family picnic.
LI,,,,41.3.Landau.27b.g.08,Her aunt and cousin ate together at the cafe.,41.3.Landau.27b.*.08,Her cousin ate together at the cafe.
LI,,,,41.3.Landau.7b.g.01,I am now hiring people for John to work with.,41.3.Landau.7b.*.01,I am now hiring for John to work with.
LI,,,,41.3.Landau.7b.g.02,Fred leased a car for his son to drive.,41.3.Landau.7b.*.02,Fred leased for his son to drive.
LI,,,,41.3.Landau.7b.g.03,Jaden ordered a dress for her sister to wear to the dance.,41.3.Landau.7b.*.03,Jaden ordered for her sister to wear to the dance.
LI,,,,41.3.Landau.7b.g.04,Shannon stole food for her family to enjoy.,41.3.Landau.7b.*.04,Shannon stole for her family to enjoy.
LI,,,,41.3.Landau.7b.g.05,Mr. Parker rents an apartment for his mother to stay in.,41.3.Landau.7b.*.05,Mr. Parker rents for his mother to stay in.
LI,,,,41.3.Landau.7b.g.06,Mr. Feldon saves money for his family to use in an emergency.,41.3.Landau.7b.*.06,Mr. Feldon saves for his family to use in an emergency.
LI,,,,41.3.Landau.7b.g.07,Ms. Murphy wrote a textbook for her students to use.,41.3.Landau.7b.*.07,Ms. Murphy wrote for her students to use.
LI,,,,41.3.Landau.7b.g.08,Mrs. Phelps knitted a sweater for her dog to wear.,41.3.Landau.7b.*.08,Mrs. Phelps knitted for her dog to wear.
LI,,[was this meant to be restricted to causative/inchoative alternating verbs?],,41.3.Rezac.3b1.g.01,There had hung over the fireplace all of the portraits by Picasso.,41.3.Rezac.3b2.*.01,There had all hung over the fireplace the portraits by Picasso.
LI,,[was this meant to be restricted to causative/inchoative alternating verbs?],,41.3.Rezac.3b1.g.02,There had prevailed in the trial all of the defendants we were rooting for.,41.3.Rezac.3b2.*.02,There had all prevailed in the trial the defendants we were rooting for.
LI,,[was this meant to be restricted to causative/inchoative alternating verbs?],,41.3.Rezac.3b1.g.03,There had loomed over us all of the projects we had been putting off.,41.3.Rezac.3b2.*.03,There had all loomed over us the projects we had been putting off.
LI,,[was this meant to be restricted to causative/inchoative alternating verbs?],,41.3.Rezac.3b1.g.04,There had lived across the street all of the kids who were vandalizing our yard.,41.3.Rezac.3b2.*.04,There had all lived across the street the kids who were vandalizing our yard.
LI,,[was this meant to be restricted to causative/inchoative alternating verbs?],,41.3.Rezac.3b1.g.05,There had emerged from the darkness all of the raccoons Jamie had seen earlier.,41.3.Rezac.3b2.*.05,There had all emerged from the darkness the raccoons Jamie had seen earlier.
LI,,[was this meant to be restricted to causative/inchoative alternating verbs?],,41.3.Rezac.3b1.g.06,There had stood in the corner all of the grandfather clocks Maria had collected over the years.,41.3.Rezac.3b2.*.06,There had all stood in the corner the grandfather clocks Maria had collected over the years.
