dataset,notes,typo?,id,sentence,judgement
Adger,,,ch10.107b.*.08,What is a coupon for on the counter?,0.134364
Adger,,,ch10.108a.g.01,There is a program about Elephants on channel 4 tonight.,0.922864
Adger,,,ch10.108a.g.02,There is a gift from your mother on the table.,1.329497
Adger,,,ch10.108a.g.03,There is a card from your brother in the mailbox.,0.838427
Adger,,,ch10.108a.g.04,There is a song about Christmas on the radio.,0.931003
Adger,,,ch10.108a.g.05,There is a documentary about Santa Claus on the television.,0.796251
Adger,,,ch10.108a.g.06,There is an email from your grandmother in your inbox.,0.943934
Adger,,,ch10.108a.g.07,There is a picture of your niece on the mantle.,1.350589
Adger,,,ch10.108a.g.08,There is a coupon for free pizza on the counter.,1.116058
Adger,,,ch10.108b.g.01,What is there a program about on channel 4 tonight?,0.046937
Adger,,,ch10.108b.g.02,Who is there a gift from on the table?,-0.13525
Adger,,,ch10.108b.g.03,Who is there a card from in the mailbox?,0.087317
Adger,,,ch10.108b.g.04,What is there a song about on the radio?,-0.29591
Adger,,,ch10.108b.g.05,What is there a documentary about on the television?,0.099436
Adger,,,ch10.108b.g.06,Who is there an email from in your inbox?,-0.27491
Adger,,,ch10.108b.g.07,Who is there a picture of on the mantle?,0.050287
Adger,,,ch10.108b.g.08,What is there a coupon for on the counter?,0.085185
Adger,,,ch10.116.g.01,I worried after the lawyer forgot his briefcase at the office.,0.531163
Adger,,,ch10.116.g.02,I laughed before the heiress bought a painting at the auction.,0.399274
Adger,,,ch10.116.g.03,I worried after the boss left her keys in the car.,0.706695
Adger,,,ch10.116.g.04,I blushed while the child prodigy submitted a drawing to the art contest.,0.558911
Adger,,,ch10.116.g.05,I sneezed after the dog owner left a window open at night.,0.461345
Adger,,,ch10.116.g.06,I froze after the neighbor turned the air conditioning on.,0.545259
Adger,,,ch10.116.g.07,I objected after the janitor erased the equation from the blackboard.,1.335179
Adger,,,ch10.116.g.08,I complained while the office manager kept the copy paper in her office.,0.245288
Adger,,,ch10.117.g.01,I worried because the lawyer forgot his briefcase at the office.,1.003588
Adger,,,ch10.117.g.02,I laughed because the heiress bought a painting at the auction.,0.942099
Adger,,,ch10.117.g.03,I worried because the boss left her keys in the car.,0.864097
Adger,,,ch10.117.g.04,I blushed because the child prodigy submitted a drawing to the art contest.,0.580924
Adger,,,ch10.117.g.05,I sneezed because the dog owner left a window open at night.,0.410306
Adger,,,ch10.117.g.06,I froze because the neighbor turned the air conditioning on at night.,0.511395
Adger,,,ch10.117.g.07,I objected because the janitor erased the equation from the blackboard.,0.847422
Adger,,,ch10.117.g.08,I complained because the office manager kept the copy paper in her office.,0.654673
Adger,,,ch10.118.g.01,I worry if the lawyer forgets his briefcase at the office.,-0.20096
Adger,,,ch10.118.g.02,I laugh if the heiress buys a painting at the auction.,-0.01514
Adger,,,ch10.118.g.03,I worry if the boss leaves her keys in the car.,0.556425
Adger,,,ch10.118.g.04,I blush if the child prodigy submits a drawing to the art contest.,-0.13196
Adger,,,ch10.118.g.05,I sneeze if the dog owner leaves a window open at night.,0.200179
Adger,,,ch10.118.g.06,I notice if the neighbor turns the air conditioning on at night.,0.361402
Adger,,,ch10.118.g.07,I object if the janitor erases the equation from the blackboard.,0.260535
Adger,,,ch10.118.g.08,I complain if the office manager keeps the copy paper in her office.,0.444369
Adger,,,ch10.119.*.01,What did you worry after the lawyer forgot at the office?,-0.75169
Adger,,,ch10.119.*.02,What did you laugh before the heiress bought at the auction?,-1.13466
Adger,,,ch10.119.*.03,What did you worry after the boss left in the car?,-0.79473
Adger,,,ch10.119.*.04,What did you blush while the child prodigy submitted to the art contest?,-0.25265
Adger,,,ch10.119.*.05,What did you sneeze after the dog owner left open at night?,-0.69165
Adger,,,ch10.119.*.06,What did you freeze after the neighbor turned on at night?,-1.17881
Adger,,,ch10.119.*.07,What did you object after the janitor erased from the blackboard?,-0.98028
Adger,,,ch10.119.*.08,What did you complain while the office manager kept in her office?,-0.37388
Adger,,,ch10.120.*.01,What did you worry because the lawyer forgot at the office?,-0.82397
Adger,,,ch10.120.*.02,What did you laugh because the heiress bought at the auction?,-0.52086
Adger,,,ch10.120.*.03,What did you worry because the boss left in the car?,-0.6968
Adger,,,ch10.120.*.04,What did you blush because the child prodigy submitted to the art contest?,-0.72197
Adger,,,ch10.120.*.05,What did you sneeze because the dog owner left open at night?,-1.20223
Adger,,,ch10.120.*.06,What did you freeze because the neighbor turned on at night?,-0.51493
Adger,,,ch10.120.*.07,What did you object because the janitor erased from the blackboard?,-0.78079
Adger,,,ch10.120.*.08,What did you complain because the office manager kept in her office?,-0.53915
Adger,,,ch10.121.*.01,What do you worry if the lawyer forgets at the office?,-0.76848
Adger,,,ch10.121.*.02,What do you laugh if the heiress buys at the auction?,-0.65268
Adger,,,ch10.121.*.03,What do you worry if the boss leaves in the car?,-0.44328
Adger,,,ch10.121.*.04,What do you blush if the child prodigy submits to the art contest?,-1.00267
Adger,,,ch10.121.*.05,What do you sneeze if the dog owner leaves open at night?,-1.09579
Adger,,,ch10.121.*.06,What do you notice if the neighbor turns on at night?,-0.46913
Adger,,,ch10.121.*.07,What do you object if the janitor erases from the blackboard?,0.164125
Adger,,,ch10.121.*.08,What do you complain if the office manager keeps in her office?,-0.52122
Adger,,,ch10.55.g.01,I asked who poisoned who?,0.210192
Adger,,,ch10.55.g.02,I wondered who bought what?,0.053464
Adger,,,ch10.55.g.03,I asked who read what?,-0.13506
Adger,,,ch10.55.g.04,I wondered who helped who?,0.402832
Adger,,,ch10.55.g.05,I asked who brought what to the party?,0.642846
Adger,,,ch10.55.g.06,I asked who cooked what for breakfast?,0.463418
Adger,,,ch10.55.g.07,I wondered who asked who to the prom?,0.470913
Adger,,,ch10.55.g.08,I asked who studied what in school?,0.047877
Adger,,,ch10.56.*.01,I asked who who poisoned?,-0.76955
Adger,,,ch10.56.*.02,I wondered what who bought?,-0.71443
Adger,,,ch10.56.*.03,I asked what who read?,-0.9204
Adger,,,ch10.56.*.04,I wondered who who helped?,-0.90843
Adger,,,ch10.56.*.05,I asked what who brought to the party?,-0.9847
Adger,,,ch10.56.*.06,I asked what who cooked for breakfast?,-0.95945
Adger,,,ch10.56.*.07,I wondered who who asked to the prom?,-0.95936
Adger,,,ch10.56.*.08,I asked what who studied in school?,-1.07609
Adger,,,ch10.58.*.01,Who did you ask who poisoned?,-0.86752
Adger,,,ch10.58.*.02,What did you wonder who bought?,-0.66304
Adger,,,ch10.58.*.03,What did you ask who read?,-0.94343
Adger,,,ch10.58.*.04,Who did you wonder who helped?,-0.90578
Adger,,,ch10.58.*.05,What did you ask who brought to the party?,-1.06272
Adger,,,ch10.58.*.06,What did you ask who cooked for breakfast?,-0.70444
Adger,,,ch10.58.*.07,Who did you wonder who asked to the prom?,-1.05418
Adger,,,ch10.58.*.08,What did you ask who studied in school?,-1.01789
Adger,,,ch10.69.g.01,I believed the claim that Philip would visit the city of Athens.,0.214938
Adger,,,ch10.69.g.02,I heard the statement that Jeff baked a pie.,-0.03801
Adger,,,ch10.69.g.03,I denied the fact that Laura caught the fish.,0.934927
Adger,,,ch10.69.g.04,I made the argument that Rebecca should clean her room.,0.913529
Adger,,,ch10.69.g.05,I announced the news that Andrew won the medal.,0.814509
Adger,,,ch10.69.g.06,I made the prediction that Josh would refill the prescription.,0.683467
Adger,,,ch10.69.g.07,I regretted the fact that Bob rented the car.,0.884717
Adger,,,ch10.69.g.08,I made the claim that Amy stole the pizza.,0.410339
Adger,,,ch10.70.*.01,Which city did you believe the claim that Philip would visit?,-0.21068
Adger,,,ch10.70.*.02,Which pie did you hear the statement that Jeff baked?,-0.82884
Adger,,,ch10.70.*.03,Which fish did you deny the fact that Laura caught?,-0.24512
Adger,,,ch10.70.*.04,Which room did you make the argument that Rebecca should clean?,-0.02637
Adger,,,ch10.70.*.05,Which medal did you announce the news that Andrew won?,-0.63639
Adger,,,ch10.70.*.06,Which prescription did you make the prediction that Josh would refill?,-0.63761
Adger,,,ch10.70.*.07,Which car did you regret the fact that Bob rented?,-0.55378
Adger,,,ch10.70.*.08,Which pizza did you make the claim that Amy stole?,-0.30793
Adger,,,ch10.71.g.01,Peter listened to Darren's speech about investment banks.,1.064229
Adger,,,ch10.71.g.02,Janet read Cindy's story about congressional ethics.,1.032133
Adger,,,ch10.71.g.03,Kelly watched CNN's TV show about endangered species.,1.270561
Adger,,,ch10.71.g.04,Nina attended Hilary's fundraiser for autism research.,0.995704
Adger,,,ch10.71.g.05,Donald really enjoyed Spielberg's movie about space aliens.,1.45059
Adger,,,ch10.71.g.06,Sam couldn't stop laughing at Dean's joke about facebook users.,1.121827
Adger,,,ch10.71.g.07,John bought two tickes to Ryan's play about American politics.,0.824755
Adger,,,ch10.71.g.08,Denise easily won NPR's debate about tax reform.,0.776047
Adger,,,ch10.72.*.01,What did Peter listen to Darren's speech about?,-0.17035
Adger,,,ch10.72.*.02,What did Janet read Cindy's story about?,-0.68189
Adger,,,ch10.72.*.03,What did Kelly watch CNN's TV show about?,-0.43245
Adger,,,ch10.72.*.04,What did Nina attend Hilary's fundraiser for?,0.499328
Adger,,,ch10.72.*.05,What did Donald really enjoy Spielberg's movie about?,-0.71786
Adger,,,ch10.72.*.06,What couldn't Sam stop laughing at Dean's joke about?,-0.80326
Adger,,,ch10.72.*.07,What did John buy two tickets to Ryan's play about?,-0.93088
Adger,,,ch10.72.*.08,What did Denise easily win NPR's debate about?,-0.0909
Adger,,,ch10.73.g.01,Penny was interested in Philip's description of geometry class.,0.625831
Adger,,,ch10.73.g.02,Victor was dismayed by Lou's destruction of the records.,1.047502
Adger,,,ch10.73.g.03,Alice was unnerved by Joe's resentment of her success.,0.640993
Adger,,,ch10.73.g.04,Nicole was impressed by Lilly's analysis of the problem.,0.930629
Adger,,,ch10.73.g.05,Gillian was hurt by Ivan's investigation of her expense reports.,1.054589
Adger,,,ch10.73.g.06,Tina was impressed by Mark's discussion of 18th century poetry.,1.129228
Adger,,,ch10.73.g.07,Gary was worried about Evelyn's lack of experience.,1.327838
Adger,,,ch10.73.g.08,Linda was disappointed by Shelly's rejection of the corporate philosophy.,0.808494
Adger,,,ch10.74.*.01,What was Penny interested in Philip's description of?,-0.3957
Adger,,,ch10.74.*.02,What was Victor dismayed by Lou's destruction of?,-0.3381
Adger,,,ch10.74.*.03,What was Alice unnerved by Joe's resentment of?,-0.21276
Adger,,,ch10.74.*.04,What was Nicole impressed by Lilly's analysis of?,-0.24135
Adger,,,ch10.74.*.05,What was Gillian hurt by Ivan's investigation of?,-0.30789
Adger,,,ch10.74.*.06,What was Tina impressed by Mark's discussion of?,-0.30656
Adger,,,ch10.74.*.07,What was Gary worried about Evelyn's lack of?,0.246922
Adger,,,ch10.74.*.08,What was Linda disappointed by Shelly's rejection of?,-0.33442
Adger,,,ch10.83.*.01,What did Peter listen to those speeches about?,0.0565
Adger,,,ch10.83.*.02,What did Janet read those stories about?,0.072886
Adger,,,ch10.83.*.03,What did Kelly watch those TV shows about?,-0.50735
Adger,,,ch10.83.*.04,What did Nina attend those fundraisers for?,0.556244
Adger,,,ch10.83.*.05,What did Donald really enjoy those movies about?,-0.60026
Adger,,,ch10.83.*.06,What couldn't Sam stop laughing at those jokes about?,-0.76921
Adger,,,ch10.83.*.07,What did John buy two tickets to those plays about?,-0.65725
Adger,,,ch10.83.*.08,What did Denise easily win those debates about?,-0.49509
Adger,,,ch10.84-86.g.01,What did Peter listen to a speech about?,0.265054
Adger,,,ch10.84-86.g.02,What did Janet read a story about?,0.726208
Adger,,,ch10.84-86.g.03,What did Kelly watch a TV show about?,0.467519
Adger,,,ch10.84-86.g.04,What did Nina attend a fundraiser for?,1.217824
Adger,,,ch10.84-86.g.05,What did Donald really enjoy a movie about?,-0.56233
Adger,,,ch10.84-86.g.06,What couldn't Sam stop laughing at a joke about?,-0.56751
Adger,,,ch10.84-86.g.07,What did John buy two tickets to a play about?,-0.25249
Adger,,,ch10.84-86.g.08,What did Denise easily win a debate about?,0.034612
Adger,,,ch10.90.g.01,That Peter loved Amber was obvious.,0.793756
Adger,,,ch10.90.g.02,That Melanie likes cookies is well known.,-0.30718
Adger,,,ch10.90.g.03,That Derek will win the lottery is possible.,-0.55631
Adger,,,ch10.90.g.04,That Caroline enjoys math is obvious.,0.191955
Adger,,,ch10.90.g.05,That William hates bigotry is well known.,0.170487
Adger,,,ch10.90.g.06,That Helen will travel to France is possible.,-0.22198
Adger,,,ch10.90.g.07,That Rebecca preferred chocolate ice cream is obvious.,-0.02384
Adger,,,ch10.90.g.08,That Clarence dislikes liberal policies is well known.,0.514539
Adger,,,ch10.91.g.01,It was obvious that Peter loved Amber.,1.128608
Adger,,,ch10.91.g.02,It is well known that Melanie likes cookies.,0.975509
Adger,,,ch10.91.g.03,It is possible that Derek will win the lottery.,1.124069
Adger,,,ch10.91.g.04,It is obvious that Caroline enjoys math.,1.09909
Adger,,,ch10.91.g.05,It is well known that William hates bigotry.,0.654044
Adger,,,ch10.91.g.06,It is possible that Helen will travel to France.,1.457727
Adger,,,ch10.91.g.07,It is obvious that Rebecca preferred chocolate ice cream.,1.098249
Adger,,,ch10.91.g.08,It is well known that Clarence dislikes liberal policies.,0.559483
Adger,,,ch10.92.g.01,Who was it obvious that Peter loved?,-0.37508
Adger,,,ch10.92.g.02,What is it well known that Melanie likes?,-0.67854
Adger,,,ch10.92.g.03,What is it possible that Derek will win?,-0.58523
Adger,,,ch10.92.g.04,What is it obvious that Caroline enjoys?,-0.22407
Adger,,,ch10.92.g.05,What is it well known that William hates?,-0.60025
Adger,,,ch10.92.g.06,Where is it possible that Helen will travel to?,0.054168
Adger,,,ch10.92.g.07,What is it obvious that Rebecca preferred?,-0.47632
Adger,,,ch10.92.g.08,What is it well known that Clarence dislikes?,-0.23875
Adger,,,ch10.93.*.01,Who was that Peter loved obvious?,-0.87411
Adger,,,ch10.93.*.02,What is that Melanie likes well known?,-1.0798
Adger,,,ch10.93.*.03,What is that Derek will win possible?,-1.00736
Adger,,,ch10.93.*.04,What is that Caroline enjoys obvious?,-1.03418
Adger,,,ch10.93.*.05,What is that William hates well known?,-0.76835
Adger,,,ch10.93.*.06,Where is that Helen will travel to possible?,-1.44806
Adger,,,ch10.93.*.07,What is that Rebecca preferred obvious?,-1.16394
Adger,,,ch10.93.*.08,What is that Clarence dislikes well known?,-0.99593
Adger,,,"ch10.94,96.g.01",That Peter loved Amber seemed to be known by everyone.,0.25902
Adger,,,"ch10.94,96.g.02",That Melanie likes cookies proved to be her undoing.,-0.40003
Adger,,,"ch10.94,96.g.03",That Derek won the lottery is certain to be reported in the paper.,0.261377
Adger,,,"ch10.94,96.g.04",That Caroline enjoys math appeared to be a surprise to her family.,0.100679
Adger,,,"ch10.94,96.g.05",That William hates bigotry is likely to be relevant for his biography.,-0.17716
Adger,,,"ch10.94,96.g.06",That Helen traveled to France seemed to be a surprise to her boss.,0.338605
Adger,,,"ch10.94,96.g.07",That Rebecca preferred chocolate proved to be a problem for Ryan.,0.021214
Adger,,,"ch10.94,96.g.08",That Clarence dislikes liberal policies is certain to be relevant for his confirmation hearing.,-0.02975
Adger,,,"ch10.95,97.*.01",Who did that Peter loved seem to be known by everyone?,-1.26953
Adger,,,"ch10.95,97.*.02",What did that Melanie likes prove to be her undoing?,-1.14389
Adger,,,"ch10.95,97.*.03",What is that Derek won certain to be reported in the paper?,-0.45117
Adger,,,"ch10.95,97.*.04",What did that Caroline enjoys appear to be a surprise to her family?,-1.04387
Adger,,,"ch10.95,97.*.05",What is that William hates likely to be relevant for his biography?,-0.93126
Adger,,,"ch10.95,97.*.06",Where did that Helen traveled to seem to be a surprise to her boss?,-0.9966
Adger,,,"ch10.95,97.*.07",What did that Rebecca preferred prove to be a problem for Ryan?,-0.83311
Adger,,,"ch10.95,97.*.08",What is that Clarence dislikes certain to be relevant for his confirmation hearing?,-1.13222
Adger,,,ch2.01.g.01,The pig grunts.,0.709413
Adger,,,ch2.01.g.02,The bear snuffles.,0.17775
Adger,,,ch2.01.g.03,The man chuckles.,0.869947
Adger,,,ch2.01.g.04,The child wails.,0.38747
Adger,,,ch2.01.g.05,The dog barks.,0.93863
Adger,,,ch2.01.g.06,The flower blooms.,0.745947
Adger,,,ch2.01.g.07,The woman laughs.,0.933873
