dataset,notes,typo?,id,sentence,sent_length
LI,,,41.3.Costantini.2b.g.07,The transmitters seem to have all failed simultaneously.,10
LI,,,41.3.Costantini.2b.g.08,The postal workers seem to have all taken a break at the same time.,16
LI,,,41.3.Landau.10a.g.01,The game was played wearing no shoes.,9
LI,,,41.3.Landau.10a.g.02,The club was entered wearing no shirt.,9
LI,,,41.3.Landau.10a.g.03,The bed was slept in wearing no clothes.,10
LI,,,41.3.Landau.10a.g.04,The summit was reached sweating profusely.,8
LI,,,41.3.Landau.10a.g.05,The bottle was smashed while being drunk.,9
LI,,,41.3.Landau.10a.g.06,The papers were graded while being bored.,9
LI,,,41.3.Landau.10a.g.07,The car was driven while being tired.,9
LI,,,41.3.Landau.10a.g.08,The question was answered feeling nervous.,8
LI,(cf. the shoeless game),,41.3.Landau.10b.*.01,The game was played shoeless.,7
LI,(cf. *the shirtless club),,41.3.Landau.10b.*.02,The club was entered shirtless.,7
LI,(*the naked bed),,41.3.Landau.10b.*.03,The bed was slept in naked.,8
LI,(*the sweaty summit),,41.3.Landau.10b.*.04,The summit was reached sweaty.,7
LI,(*the drunk bottle);,"  (shouldn't have stuck ""while"" in here)",41.3.Landau.10b.*.05,The bottle was smashed drunk.,7
LI,(*the bored papers); ditto,,41.3.Landau.10b.*.06,The papers were graded bored.,7
LI,(*?the tired car); ditto,,41.3.Landau.10b.*.07,The car was driven tired.,7
LI,(OK the nervous question),,41.3.Landau.10b.*.08,The question was answered nervous.,7
LI,,,41.3.Landau.24c.g.01,I told Mr. Smith that I wonder when to paint the fence together.,15
LI,,,41.3.Landau.24c.g.02,Mr. Fender realized that his wife hated to kiss in front of the kids.,16
LI,,,41.3.Landau.24c.g.03,We knew that Prof. Barnacle arranged to meet after class.,12
LI,,,41.3.Landau.24c.g.04,I informed Stan that I wanted to wash the car together.,13
LI,,,41.3.Landau.24c.g.05,Jennie noticed that her boyfriend hoped to kiss in front of his parents.,15
LI,,spurious period,41.3.Landau.24c.g.06,We were sure that the teaching assistant. liked to meet before lecture.,14
LI,,,41.3.Landau.24c.g.07,I told Shelby that I am glad to assemble the bookshelves together.,14
LI,,,41.3.Landau.24c.g.08,We are certain that Jason is afraid to meet tomorrow.,12
LI,,,41.3.Landau.25c.*.01,I told Mr. Smith that I am able to paint the fence together.,15
LI,,,41.3.Landau.25c.*.02,Mr. Fender realized that his wife started to kiss in front of the kids.,16
LI,,,41.3.Landau.25c.*.03,We knew that Prof. Barnacle remembered to meet after class.,12
LI,,,41.3.Landau.25c.*.04,I informed Stan that I must wash the car together.,12
LI,,,41.3.Landau.25c.*.05,Jennie noticed that her boyfriend dared to kiss in front of his parents.,15
LI,,spurious period,41.3.Landau.25c.*.06,We were sure that the teaching assistant. would fail to meet before lecture.,15
LI,,,41.3.Landau.25c.*.07,I told Shelby that I must assemble the bookshelves together.,12
LI,,,41.3.Landau.25c.*.08,We are certain that Jason needs to meet tomorrow.,11
LI,,,41.3.Landau.27b.*.01,His wife kissed in front of the kids.,10
LI,,,41.3.Landau.27b.*.02,Her husband hugged in front of the guests.,10
LI,,,41.3.Landau.27b.*.03,Her grandfather embraced at the dinner.,8
LI,,,41.3.Landau.27b.*.04,The manager met before the store opened.,9
LI,,,41.3.Landau.27b.*.05,The teacher spoke together after class.,8
LI,,,41.3.Landau.27b.*.06,The gardener painted the fence together.,8
LI,,,41.3.Landau.27b.*.07,His sister reunited at the family picnic.,9
LI,,,41.3.Landau.27b.*.08,Her cousin ate together at the cafe.,9
LI,,,41.3.Landau.27b.g.01,He and his wife kissed in front of the kids.,12
LI,,,41.3.Landau.27b.g.02,She and her husband hugged in front of the guests.,12
LI,,,41.3.Landau.27b.g.03,Her grandmother and grandfather embraced at the dinner.,10
LI,,,41.3.Landau.27b.g.04,The manager and cashier met before the store opened.,11
LI,('together' is odd here?),,41.3.Landau.27b.g.05,The teacher and principal spoke together after class.,10
LI,,,41.3.Landau.27b.g.06,The gardener and handyman painted the fence together.,10
LI,,,41.3.Landau.27b.g.07,His sister and brother reunited at the family picnic.,11
LI,,,41.3.Landau.27b.g.08,Her aunt and cousin ate together at the cafe.,11
LI,,,41.3.Landau.7b.*.01,I am now hiring for John to work with.,11
LI,,,41.3.Landau.7b.*.02,Fred leased for his son to drive.,9
LI,,,41.3.Landau.7b.*.03,Jaden ordered for her sister to wear to the dance.,12
LI,,,41.3.Landau.7b.*.04,Shannon stole for her family to enjoy.,9
LI,,,41.3.Landau.7b.*.05,Mr. Parker rents for his mother to stay in.,11
LI,,,41.3.Landau.7b.*.06,Mr. Feldon saves for his family to use in an emergency.,13
LI,,,41.3.Landau.7b.*.07,Ms. Murphy wrote for her students to use.,10
LI,,,41.3.Landau.7b.*.08,Mrs. Phelps knitted for her dog to wear.,10
LI,,,41.3.Landau.7b.g.01,I am now hiring people for John to work with.,12
LI,,,41.3.Landau.7b.g.02,Fred leased a car for his son to drive.,11
LI,,,41.3.Landau.7b.g.03,Jaden ordered a dress for her sister to wear to the dance.,14
LI,,,41.3.Landau.7b.g.04,Shannon stole food for her family to enjoy.,10
LI,,,41.3.Landau.7b.g.05,Mr. Parker rents an apartment for his mother to stay in.,13
LI,,,41.3.Landau.7b.g.06,Mr. Feldon saves money for his family to use in an emergency.,14
LI,,,41.3.Landau.7b.g.07,Ms. Murphy wrote a textbook for her students to use.,12
LI,,,41.3.Landau.7b.g.08,Mrs. Phelps knitted a sweater for her dog to wear.,12
LI,,,41.3.Rezac.3b1.g.01,There had hung over the fireplace all of the portraits by Picasso.,14
LI,,,41.3.Rezac.3b1.g.02,There had prevailed in the trial all of the defendants we were rooting for.,16
LI,,,41.3.Rezac.3b1.g.03,There had loomed over us all of the projects we had been putting off.,16
LI,,,41.3.Rezac.3b1.g.04,There had lived across the street all of the kids who were vandalizing our yard.,17
LI,,,41.3.Rezac.3b1.g.05,There had emerged from the darkness all of the raccoons Jamie had seen earlier.,16
LI,,,41.3.Rezac.3b1.g.06,There had stood in the corner all of the grandfather clocks Maria had collected over the years.,19
LI,,,41.3.Rezac.3b1.g.07,There have accumulated in the basement all of the trophies Trevor has won playing sports.,17
LI,,,41.3.Rezac.3b1.g.08,There have arisen in these negotiations all of the issues the lawyers warned us about.,17
LI,,,41.3.Rezac.3b2.*.01,There had all hung over the fireplace the portraits by Picasso.,13
LI,,,41.3.Rezac.3b2.*.02,There had all prevailed in the trial the defendants we were rooting for.,15
LI,,,41.3.Rezac.3b2.*.03,There had all loomed over us the projects we had been putting off.,15
LI,,,41.3.Rezac.3b2.*.04,There had all lived across the street the kids who were vandalizing our yard.,16
LI,,,41.3.Rezac.3b2.*.05,There had all emerged from the darkness the raccoons Jamie had seen earlier.,15
LI,,,41.3.Rezac.3b2.*.06,There had all stood in the corner the grandfather clocks Maria had collected over the years.,18
LI,,,41.3.Rezac.3b2.*.07,There have all accumulated in the basement the trophies Trevor has won playing sports.,16
LI,,,41.3.Rezac.3b2.*.08,There have all arisen in these negotiations the issues the lawyers warned us about.,16
LI,,,41.3.Vicente.4a1.g.01,She plays the guitar and Betsy the harmonica.,10
LI,,,41.3.Vicente.4a1.g.02,Mike prefers tennis and Jon baseball.,8
LI,,,41.3.Vicente.4a1.g.03,Caroline likes cupcakes and Lisa cookies.,8
LI,,,41.3.Vicente.4a1.g.04,Dennis loves math and Steve science.,8
LI,,,41.3.Vicente.4a1.g.05,Carl collects stamps and Ryan coins.,8
LI,,,41.3.Vicente.4a1.g.06,Oliver wants to be a lawyer and Oscar a doctor.,12
LI,,,41.3.Vicente.4a1.g.07,Tracey bought a van and Tom a truck.,10
LI,,,41.3.Vicente.4a1.g.08,Stacey wants a dog and Jeff a cat.,10
LI,(initially pronoun needs contrastive focus--harder than proper name?),,41.3.Vicente.4a3.*.01,She plays the guitar because Betsy the harmonica.,10
LI,,,41.3.Vicente.4a3.*.02,Mike prefers tennis because Jon baseball.,8
LI,,,41.3.Vicente.4a3.*.03,Caroline likes cupcakes because Lisa cookies.,8
LI,,,41.3.Vicente.4a3.*.04,Dennis loves math because Steve science.,8
LI,,,41.3.Vicente.4a3.*.05,Carl collects stamps because Ryan coins.,8
LI,,,41.3.Vicente.4a3.*.06,Oliver wants to be a lawyer because Oscar a doctor.,12
LI,,,41.3.Vicente.4a3.*.07,Tracey bought a van because Tom a truck.,10
LI,,,41.3.Vicente.4a3.*.08,Stacey wants a dog because Jeff a cat.,10
LI,,,41.3.Vicente.4a6.*.01,Sandy plays the guitar better than Betsy the harmonica.,11
LI,,,41.3.Vicente.4a6.*.02,Arthur cooked the lasagna better than Adam the pasta.,11
LI,,,41.3.Vicente.4a6.*.03,Emma draws dogs better than Sophia dinosaurs.,9
LI,,,41.3.Vicente.4a6.*.04,Joel devoured the pie more voraciously than Mark the cake.,12
LI,,,41.3.Vicente.4a6.*.05,Ariel cleaned the kitchen more thoroughly than Omar the living room.,13
LI,,,41.3.Vicente.4a6.*.06,Alex read the magazine more meticulously than Ronald the textbook.,12
LI,,,41.3.Vicente.4a6.*.07,Amanda hurled the water balloon more forcefully than Irene the baseball.,13
LI,('Jason English' = proper name?),,41.3.Vicente.4a6.*.08,Kelsey speaks Japanese more fluently than Jason English.,10
LI,,,41.3.Vicente.4b6.g.01,Sandy plays the guitar better than Betsy does.,10
LI,,,41.3.Vicente.4b6.g.02,Arthur cooks lasagna better than Adam does.,9
LI,,,41.3.Vicente.4b6.g.03,Emma draws dogs better than Sophia does.,9
LI,,,41.3.Vicente.4b6.g.04,Joel devoured the pie more voraciously than Mark did.,11
LI,,,41.3.Vicente.4b6.g.05,Ariel cleaned the kitchen more thoroughly than Omar did.,11
LI,,,41.3.Vicente.4b6.g.06,Alex read the magazine more meticulously than Ronald did.,11
LI,,,41.3.Vicente.4b6.g.07,Amanda hurled the water balloon more forcefully than Irene did.,12
LI,,,41.3.Vicente.4b6.g.08,Kelsey speaks Japanese more fluently than Jason does.,10
LI,,,41.3.Vicente.5a.*.01,"Amanda went to Santa Cruz, and Bill thinks that Claire to Monterrey.",14
LI,,,41.3.Vicente.5a.*.02,"Rich plays the guitar, and Sandy thinks that Bobby the piano.",13
LI,,,41.3.Vicente.5a.*.03,"The girls made sandwiches, and I believe that the boys hot dogs.",14
LI,,,41.3.Vicente.5a.*.04,"Mr. Snow brought a briefcase, and I guess that Mrs. Jones a laptop.",15
LI,,,41.3.Vicente.5a.*.05,"Our friend has a car, and we know that his mother an SUV.",15
LI,,,41.3.Vicente.5a.*.06,"The maid broke a glass, and we suspect that the butler a saucer.",15
LI,,,41.3.Vicente.5a.*.07,"Ellen ironed a shirt, and I suppose that Marion a blouse.",13
LI,,,41.3.Vicente.5a.*.08,"Ricardo likes soup, and he knows that Juan salad.",11
LI,,,41.3.Vicente.5b.g.01,"Amanda went to Santa Cruz, and Bill thinks that Claire did too.",14
LI,,,41.3.Vicente.5b.g.02,"Rich plays the guitar, and Sandy thinks that Bobby does too.",13
LI,,,41.3.Vicente.5b.g.03,"The girls made sandwiches, and I believe that the boys did too.",14
LI,,,41.3.Vicente.5b.g.04,"Mr. Snow brought a briefcase, and I guess that Mrs. Jones did too.",15
LI,,,41.3.Vicente.5b.g.05,"Our friend has a car, and we know that his mother does too.",15
LI,,,41.3.Vicente.5b.g.06,"The maid broke a glass, and we suspect that the butler did too.",15
LI,,,41.3.Vicente.5b.g.07,"Ellen ironed a shirt, and I suppose that Marion did too.",13
LI,,,41.3.Vicente.5b.g.08,"Ricardo likes soup, and he knows that Juan does too.",12
LI,,,41.3.Vicente.8a.*.01,"Read things, Mike did quickly.",7
LI,,,41.3.Vicente.8a.*.02,"Examine things, Katie did diligently.",7
LI,,,41.3.Vicente.8a.*.03,"Steal things, the thief did sneakily.",8
LI,,,41.3.Vicente.8a.*.04,"Clean the room, the child did reluctantly.",9
LI,,,41.3.Vicente.8a.*.05,"Eat cookies, the fat kid did voraciously.",9
LI,,,41.3.Vicente.8a.*.06,"Jump on things, the youngster did excitedly.",9
LI,,,41.3.Vicente.8a.*.07,"Frighten people, the clown did willingly.",8
LI,,,41.3.Vicente.8a.*.08,"Threaten students, the bully did triumphantly.",8
LI,,,41.3.Vicente.8a.g.01,Mike read things quickly.,6
LI,,,41.3.Vicente.8a.g.02,Katie examined things diligently.,6
LI,,,41.3.Vicente.8a.g.03,The thief stole things sneakily.,7
LI,,,41.3.Vicente.8a.g.04,The child cleaned the room reluctantly.,8
LI,,,41.3.Vicente.8a.g.05,The fat kid ate cookies voraciously.,8
LI,,,41.3.Vicente.8a.g.06,The youngster jumped on things excitedly.,8
LI,,,41.3.Vicente.8a.g.07,The clown frightened people willingly.,7
LI,,,41.3.Vicente.8a.g.08,The bully threatened students triumphantly.,7
LI,,,41.3.Vicente.8d.*.01,"Want to write, Randy did a novel.",9
LI,,,41.3.Vicente.8d.*.02,"Expect to receive, Sarah did a good grade.",10
LI,,,41.3.Vicente.8d.*.03,"Try to solve, Martin did the math problem.",10
LI,,,41.3.Vicente.8d.*.04,"Promise to wash, Neal did the car.",9
LI,,,41.3.Vicente.8d.*.05,"Forget to walk, Susan did the dog.",9
LI,,,41.3.Vicente.8d.*.06,"Learn to repair, Lisa did computers.",8
LI,,,41.3.Vicente.8d.*.07,"Hope to attend, John did college.",8
LI,,,41.3.Vicente.8d.*.08,"Manage to pass, Tim did his exam.",9
LI,,,41.3.Vicente.8d.g.01,Randy wanted to write a novel.,8
LI,,,41.3.Vicente.8d.g.02,Sarah expected to receive a good grade.,9
LI,,,41.3.Vicente.8d.g.03,Martin tried to solve the math problem.,9
LI,,,41.3.Vicente.8d.g.04,Neal promised to wash the car.,8
LI,,,41.3.Vicente.8d.g.05,Susan forgot to walk the dog.,8
LI,,,41.3.Vicente.8d.g.06,Lisa learned to repair computers.,7
LI,,,41.3.Vicente.8d.g.07,John hoped to attend college.,7
LI,,,41.3.Vicente.8d.g.08,Tim managed to pass his exam.,8
LI,,,41.4.Bruening.9b.*.01,What did he prove an account of false?,10
LI,,,41.4.Bruening.9b.*.02,Who do you consider supporters of beneath our notice?,11
LI,,,41.4.Bruening.9b.*.03,Who did they find a parent of guilty?,10
LI,,,41.4.Bruening.9b.*.04,Who did the executives appoint a friend of chairman of the board?,14
LI,,,41.4.Bruening.9b.*.05,Who did the board deem children of unworthy to attend this school?,14
LI,,,41.4.Bruening.9b.*.06,Who did the citizens elect an enemy of mayor?,11
LI,,,41.4.Bruening.9b.*.07,Who did the frat boys imagine a daughter of naked?,12
LI,,,41.4.Bruening.9b.*.08,Who did officials proclaim an associate of the winner?,11
LI,,,41.4.Bruening.9c.g.01,Who did he give statues of to all the season-ticket holders?,13
LI,,,41.4.Bruening.9c.g.02,Who did you send supporters of to trial?,10
LI,,,41.4.Bruening.9c.g.03,Who did they send a parent of to an unpleasant meeting?,13
LI,,,41.4.Bruening.9c.g.04,Who did the executives appoint a friend of to the board?,13
LI,,,41.4.Bruening.9c.g.05,Who did the coach trade an enemy of to another team?,13
LI,,,41.4.Bruening.9c.g.06,Who did the principal assign children of to a different teacher?,13
LI,,,41.4.Bruening.9c.g.07,Who did the frat boys introduce a daughter of to their pledges?,14
LI,,,41.4.Bruening.9c.g.08,Who did officials dispatch an associate of to the embassy?,12
LI,,,41.4.Haegeman.18a.*.01,Bill asked if such books John only reads at home.,12
LI,(whether vs. if),,41.4.Haegeman.18a.*.02,Chris knows whether this book Candice read.,9
LI,(whether vs. if),,41.4.Haegeman.18a.*.03,Leslie wonders whether these clothes Harold will wash.,10
LI,(whether vs. if),,41.4.Haegeman.18a.*.04,Judah inquired whether this jersey he can keep.,10
LI,(whether vs. if),,41.4.Haegeman.18a.*.05,Shelly is uncertain whether the dishes Edgar will wash.,11
LI,,,41.4.Haegeman.18a.*.06,Mindy asked if my history notes she could borrow.,11
LI,(whether vs. if),,41.4.Haegeman.18a.*.07,Jessie wonders whether the big solo Rachel will sing.,11
LI,,,41.4.Haegeman.18a.*.08,Sam inquired if the new Lexus he could test drive.,12
LI,,,41.4.Haegeman.18a.g.01,Bill knows that such books John only reads at home.,12
LI,,,41.4.Haegeman.18a.g.02,Chris knows that this book Candice read.,9
LI,,,41.4.Haegeman.18a.g.03,Leslie is certain that these clothes Harold will wash.,11
LI,,,41.4.Haegeman.18a.g.04,Judah confirmed that this jersey he can keep.,10
LI,,,41.4.Haegeman.18a.g.05,Shelly is certain that the dishes Edgar will wash.,11
LI,,,41.4.Haegeman.18a.g.06,Mindy was confident that my history notes she could borrow.,12
LI,,,41.4.Haegeman.18a.g.07,Jessie knows that the big solo Rachel will sing.,11
LI,,,41.4.Haegeman.18a.g.08,Sam discovered that the new Lexus he could test drive.,12
LI,,,41.4.Haegeman.22d.*.01,"If frankly he's unable to cope, we'll have to replace him.",13
LI,(=Haegeman.22b),,41.4.Haegeman.22d.*.02,"If they luckily arrived on time, we will be saved.",12
LI,(cf. Haegeman.22c),,41.4.Haegeman.22d.*.03,"If the students apparently can't follow the discussion, we'll cover a different chapter.",15
